,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,flag_values,flag_meanings
103,ocean.so.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_salinity,1E-03,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.
CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",longitude latitude olevel time,so,real,,XY-O,time-intv,Omon,so,so,tavg-ol-hxy-sea,so_tavg-ol-hxy-sea,glb,Omon.so,ocean.so.tavg-ol-hxy-sea.mon.glb,baa5491a-e5dd-11e5-8482-ac72891c3257,,
104,ocean.sos.tavg-u-hxy-sea.day.glb,day,ocean,sea_surface_salinity,1E-03,area: mean where sea time: mean,area: areacello,Sea Surface Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on the ocean horizontal native grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,sos,real,,XY-na,time-intv,Oday,sos,sos,tavg-u-hxy-sea,sos_tavg-u-hxy-sea,glb,Oday.sos,ocean.sos.tavg-u-hxy-sea.day.glb,baa72514-e5dd-11e5-8482-ac72891c3257,,
105,ocean.sos.tavg-u-hxy-sea.mon.glb,mon,ocean,sea_surface_salinity,1E-03,area: mean where sea time: mean,area: areacello,Sea Surface Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,sos,real,,XY-na,time-intv,Omon,sos,sos,tavg-u-hxy-sea,sos_tavg-u-hxy-sea,glb,Omon.sos,ocean.sos.tavg-u-hxy-sea.mon.glb,baa557f2-e5dd-11e5-8482-ac72891c3257,,
106,ocean.tauuo.tavg-u-hxy-sea.mon.glb,mon,ocean,downward_x_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward X Stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,
CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",longitude latitude time,tauuo,real,down,XY-na,time-intv,Omon,tauuo,tauuo,tavg-u-hxy-sea,tauuo_tavg-u-hxy-sea,glb,Omon.tauuo,ocean.tauuo.tavg-u-hxy-sea.mon.glb,baa6cf38-e5dd-11e5-8482-ac72891c3257,,
107,ocean.tauvo.tavg-u-hxy-sea.mon.glb,mon,ocean,downward_y_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward Y Stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,
CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",longitude latitude time,tauvo,real,down,XY-na,time-intv,Omon,tauvo,tauvo,tavg-u-hxy-sea,tauvo_tavg-u-hxy-sea,glb,Omon.tauvo,ocean.tauvo.tavg-u-hxy-sea.mon.glb,baa6d366-e5dd-11e5-8482-ac72891c3257,,
108,ocean.thetao.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_potential_temperature,degC,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Potential Temperature,Diagnostic should be contributed even for models using conservative temperature as prognostic field.,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,longitude latitude olevel time,thetao,real,,XY-O,time-intv,Omon,thetao,thetao,tavg-ol-hxy-sea,thetao_tavg-ol-hxy-sea,glb,Omon.thetao,ocean.thetao.tavg-ol-hxy-sea.mon.glb,baa51d00-e5dd-11e5-8482-ac72891c3257,,
109,ocean.thkcello.tavg-ol-hxy-sea.mon.glb,mon,ocean,cell_thickness,m,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Model Cell Thickness,"The time varying thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,longitude latitude olevel time,thkcello,real,,XY-O,time-intv,Omon,thkcello,thkcello,tavg-ol-hxy-sea,thkcello_tavg-ol-hxy-sea,glb,Omon.thkcello,ocean.thkcello.tavg-ol-hxy-sea.mon.glb,baa518c8-e5dd-11e5-8482-ac72891c3257,,
110,ocean.thkcello.ti-ol-hxy-sea.fx.glb,fx,ocean,cell_thickness,m,area: mean where sea,area: areacello volume: volcello,Ocean Model Cell Thickness,"Thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.","If this field is time-dependent then save it instead as one of your Omon fields (see the Omon table) CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean CMIP7:area: mean where sea,",longitude latitude olevel,thkcello,real,,XY-O,None,Ofx,thkcello,thkcello,ti-ol-hxy-sea,thkcello_ti-ol-hxy-sea,glb,Ofx.thkcello,ocean.thkcello.ti-ol-hxy-sea.fx.glb,bab9bd00-e5dd-11e5-8482-ac72891c3257,,
111,ocean.tos.tavg-u-hxy-sea.day.glb,day,ocean,sea_surface_temperature,degC,area: mean where sea time: mean,area: areacello,Sea Surface Temperature,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.","Report on the ocean horizontal native grid.
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,tos,real,,XY-na,time-intv,Oday,tos,tos,tavg-u-hxy-sea,tos_tavg-u-hxy-sea,glb,Oday.tos,ocean.tos.tavg-u-hxy-sea.day.glb,baa720e6-e5dd-11e5-8482-ac72891c3257,,
112,ocean.tos.tavg-u-hxy-sea.mon.glb,mon,ocean,sea_surface_temperature,degC,area: mean where sea time: mean,area: areacello,Sea Surface Temperature,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.","Note change from CMIP5 K to CMIP6 C. Report on native horizontal grid as well as on a spherical latitude/longitude grid.
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,tos,real,,XY-na,time-intv,Omon,tos,tos,tavg-u-hxy-sea,tos_tavg-u-hxy-sea,glb,Omon.tos,ocean.tos.tavg-u-hxy-sea.mon.glb,baa52de0-e5dd-11e5-8482-ac72891c3257,,
113,ocean.umo.tavg-ol-hxy-sea.mon.glb,mon,ocean,ocean_mass_x_transport,kg s-1,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Mass X Transport,X-ward mass transport from residual mean (resolved plus parameterized) advective transport.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,umo,real,,XY-O,time-intv,Omon,umo,umo,tavg-ol-hxy-sea,umo_tavg-ol-hxy-sea,glb,Omon.umo,ocean.umo.tavg-ol-hxy-sea.mon.glb,baa5942e-e5dd-11e5-8482-ac72891c3257,,
114,ocean.uo.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_x_velocity,m s-1,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water X Velocity,Prognostic x-ward velocity component resolved by the model.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,uo,real,,XY-O,time-intv,Omon,uo,uo,tavg-ol-hxy-sea,uo_tavg-ol-hxy-sea,glb,Omon.uo,ocean.uo.tavg-ol-hxy-sea.mon.glb,baa586e6-e5dd-11e5-8482-ac72891c3257,,
115,ocean.vmo.tavg-ol-hxy-sea.mon.glb,mon,ocean,ocean_mass_y_transport,kg s-1,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Mass Y Transport,Y-ward mass transport from residual mean (resolved plus parameterized) advective transport.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,vmo,real,,XY-O,time-intv,Omon,vmo,vmo,tavg-ol-hxy-sea,vmo_tavg-ol-hxy-sea,glb,Omon.vmo,ocean.vmo.tavg-ol-hxy-sea.mon.glb,baa598c0-e5dd-11e5-8482-ac72891c3257,,
116,ocean.vo.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_y_velocity,m s-1,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Y Velocity,Prognostic y-ward velocity component resolved by the model.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,vo,real,,XY-O,time-intv,Omon,vo,vo,tavg-ol-hxy-sea,vo_tavg-ol-hxy-sea,glb,Omon.vo,ocean.vo.tavg-ol-hxy-sea.mon.glb,baa58b1e-e5dd-11e5-8482-ac72891c3257,,
117,ocean.wmo.tavg-ol-hxy-sea.mon.glb,mon,ocean,upward_ocean_mass_transport,kg s-1,area: sum where sea time: mean,area: areacello volume: volcello,Upward Ocean Mass Transport,Upward mass transport from residual mean (resolved plus parameterized) advective transport.,Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.,longitude latitude olevel time,wmo,real,,XY-O,time-intv,Omon,wmo,wmo,tavg-ol-hxy-sea,wmo_tavg-ol-hxy-sea,glb,Omon.wmo,ocean.wmo.tavg-ol-hxy-sea.mon.glb,baa58f74-e5dd-11e5-8482-ac72891c3257,,
118,ocean.wo.tavg-ol-hxy-sea.mon.glb,mon,ocean,upward_sea_water_velocity,m s-1,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Vertical Velocity,Prognostic z-ward velocity component resolved by the model.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,wo,real,,XY-O,time-intv,Omon,wo,wo,tavg-ol-hxy-sea,wo_tavg-ol-hxy-sea,glb,Omon.wo,ocean.wo.tavg-ol-hxy-sea.mon.glb,1aab80fc-b006-11e6-9289-ac72891c3257,,
119,ocean.zos.tavg-u-hxy-sea.day.glb,day,ocean,sea_surface_height_above_geoid,m,area: mean where sea time: mean,area: areacello,Sea Surface Height Above Geoid,"This is the effective dynamic sea level, so should have zero global area mean. zos is the effective sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater (Campin et al., 2008). For OMIP, do _not _record inverse barometer responses from sea-ice (and snow) loading in zos. See (Griffies et al, 2016, https://doi.org/10.5194/gmd-9-3231-2016).","Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.
The effective dynamic sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater. The liquid-water equivalent sea surface which the liquid would have if the ice were replaced by an equal mass of sea water of the density of the surface water in its vicinity. Inverse barometer responses from sea-ice (and snow) loading are removed using equation H3 of Griffies et al, 2016 (<https://doi.org/10.5194/gmd-9-3231-2016>). zos is a dynamic sea level should have zero global area mean.
Ocean dynamic sea level is defined by Gregory et al. (2019: [doi.org/10.1007/s10712-019-09525-z](https://airtable.com/appqRFkdpwAitEZNY/tblxLKbWgySWunrpw/doi.org/10.1007/s10712-019-09525-z) )",longitude latitude time,zos,real,,XY-na,time-intv,Oday,zos,zos,tavg-u-hxy-sea,zos_tavg-u-hxy-sea,glb,Oday.zos,ocean.zos.tavg-u-hxy-sea.day.glb,83bbfb69-7f07-11ef-9308-b1dd71e64bec,,
120,ocean.zos.tavg-u-hxy-sea.mon.glb,mon,ocean,sea_surface_height_above_geoid,m,area: mean where sea time: mean,area: areacello,Sea Surface Height Above Geoid,"This is the effective dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.","See OMDP document for details. Report on native horizontal grid as well as on a spherical latitude/longitude grid.
The effective dynamic sea level as if sea ice (and snow) at a grid cell were converted to liquid seawater. The liquid-water equivalent sea surface which the liquid would have if the ice were replaced by an equal mass of sea water of the density of the surface water in its vicinity. Inverse barometer responses from sea-ice (and snow) loading are removed using equation H3 of Griffies et al, 2016 (<https://doi.org/10.5194/gmd-9-3231-2016>). zos is a dynamic sea level should have zero global area mean.
Ocean dynamic sea level is defined by Gregory et al. (2019: [doi.org/10.1007/s10712-019-09525-z](https://airtable.com/appqRFkdpwAitEZNY/tblxLKbWgySWunrpw/doi.org/10.1007/s10712-019-09525-z) )",longitude latitude time,zos,real,,XY-na,time-intv,Omon,zos,zos,tavg-u-hxy-sea,zos_tavg-u-hxy-sea,glb,Omon.zos,ocean.zos.tavg-u-hxy-sea.mon.glb,baa507f2-e5dd-11e5-8482-ac72891c3257,,
121,ocean.zostoga.tavg-u-hm-sea.mon.glb,mon,ocean,global_average_thermosteric_sea_level_change,m,area: mean where sea time: mean,,Global Average Thermosteric Sea Level Change,There is no CMIP6 request for zosga nor zossga.,,time,zostoga,real,,na-na,time-intv,Omon,zostoga,zostoga,tavg-u-hm-sea,zostoga_tavg-u-hm-sea,glb,Omon.zostoga,ocean.zostoga.tavg-u-hm-sea.mon.glb,baa51058-e5dd-11e5-8482-ac72891c3257,,
