,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,priority,flag_values,flag_meanings
405,ocean.hfx.tavg-u-hxy-sea.mon.glb,mon,ocean,ocean_heat_x_transport,W,area: mean where sea depth: sum where sea (over entire ocean column) time: mean,area: areacello,Vertically Integrated Ocean Heat X Transport,Ocean heat x transport vertically integrated over the whole ocean depth. Contains all contributions to 'x-ward' heat transport from resolved and parameterized processes. Use Celsius for temperature scale. Report on native horizontal grid.,"2d field for CMIP6. Report on native horizontal grid. CHANGE SINCE CMIP6: compound name, 'int' Disambiguation added to allow for both Omon.hfx (3d) and Omon.hfxint (2d). 2d vertically integrated field. If the full 3d transport is preferred, produce Omon.hfx instead.",longitude latitude time,hfx,real,,XY-int,time-intv,Omon,hfx,hfx,tavg-u-hxy-sea,hfx_tavg-u-hxy-sea,glb,Omon.hfxint,ocean.hfx.tavg-u-hxy-sea.mon.glb,baa5e2e4-e5dd-11e5-8482-ac72891c3257,high,,
406,ocean.hfy.tavg-ol-hxy-sea.mon.glb,mon,ocean,ocean_heat_y_transport,W,area: mean where sea time: mean,area: areacello volume: volcello,3D Ocean Heat Y Transport,Contains all contributions to 'y-ward' heat transport from resolved and parameterized processes. Use Celsius for temperature scale.,"3d field. If only the 2d vertically integrated transport is available or is preferred, produce Omon.hfyint instead.
Online mapping to depth/pressure vertical grid if depth or pressure are not native. Report on native horizontal grid.",longitude latitude olevel time,hfy,real,,XY-O,time-intv,Omon,hfy,hfy,tavg-ol-hxy-sea,hfy_tavg-ol-hxy-sea,glb,Omon.hfy,ocean.hfy.tavg-ol-hxy-sea.mon.glb,83bbfb50-7f07-11ef-9308-b1dd71e64bec,high,,
407,ocean.hfy.tavg-u-hxy-sea.mon.glb,mon,ocean,ocean_heat_y_transport,W,area: mean where sea depth: sum where sea (over entire ocean column) time: mean,area: areacello,Vertically Integrated Ocean Heat Y Transport,Ocean heat y transport vertically integrated over the whole ocean depth. Contains all contributions to 'y-ward' heat transport from resolved and parameterized processes. Use Celsius for temperature scale. Report on native horizontal grid.,"2d field for CMIP6. Report on native horizontal grid. CHANGE SINCE CMIP6: compound name, 'int' Disambiguation added to allow for both Omon.hfy (3d) and Omon.hfyint (2d). 2d vertically integrated field. If the full 3d transport is preferred, produce Omon.hfy instead.",longitude latitude time,hfy,real,,XY-int,time-intv,Omon,hfy,hfy,tavg-u-hxy-sea,hfy_tavg-u-hxy-sea,glb,Omon.hfyint,ocean.hfy.tavg-u-hxy-sea.mon.glb,baa5e758-e5dd-11e5-8482-ac72891c3257,high,,
408,ocean.masscello.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_mass_per_unit_area,kg m-2,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Grid-Cell Mass per Area,"For Boussinesq models, report this diagnostic as Boussinesq reference density times grid celll volume.","Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Do not use this field if masscello is fixed: use Ofx.masscello instead. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: sum where sea time: mean CMIP7:area: mean where sea time: mean,",longitude latitude olevel time,masscello,real,,XY-O,time-intv,Omon,masscello,masscello,tavg-ol-hxy-sea,masscello_tavg-ol-hxy-sea,glb,Omon.masscello,ocean.masscello.tavg-ol-hxy-sea.mon.glb,baa5147c-e5dd-11e5-8482-ac72891c3257,core,,
409,ocean.masscello.ti-ol-hxy-sea.fx.glb,fx,ocean,sea_water_mass_per_unit_area,kg m-2,area: mean where sea,area: areacello volume: volcello,Ocean Grid-Cell Mass per Area,"Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero\*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon.","3-d field: report on grid that applies to temperature. Use this variable if masscello is fixed, e.g. for Boussinesq models with static ocean grid cell thickness.
CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: sum CMIP7:area: mean where sea,",longitude latitude olevel,masscello,real,,XY-O,None,Ofx,masscello,masscello,ti-ol-hxy-sea,masscello_ti-ol-hxy-sea,glb,Ofx.masscello,ocean.masscello.ti-ol-hxy-sea.fx.glb,baa3ea2a-e5dd-11e5-8482-ac72891c3257,core,,
410,ocean.mlotst.tavg-u-hxy-sea.mon.glb,mon,ocean,ocean_mixed_layer_thickness_defined_by_sigma_t,m,area: mean where sea time: mean,area: areacello,Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth,Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.,"dsigmat coordinate added to clarify definition. Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time deltasigt,",longitude latitude time deltasigt,mlotst,real,,XY-na,time-intv,Omon,mlotst,mlotst,tavg-u-hxy-sea,mlotst_tavg-u-hxy-sea,glb,Omon.mlotst,ocean.mlotst.tavg-u-hxy-sea.mon.glb,baa57688-e5dd-11e5-8482-ac72891c3257,core,,
411,ocean.msftm.tavg-ol-hyb-sea.mon.glb,mon,ocean,ocean_meridional_overturning_mass_streamfunction,kg s-1,depth: longitude: sum where sea (along a zig-zag grid path spanning a basin)  time: mean,,Ocean Meridional Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Function of latitude, Z, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"" (msftyz), which should in this case be omitted.  For other models, this transport should be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: sum (comment: basin sum [along zig-zag grid path]) depth: sum time: mean CMIP7:depth: longitude: sum where sea (along a zig-zag grid path spanning a basin)  time: mean,",latitude olevel basin time,msftm,real,,YB-O,time-intv,Omon,msftmz,msftm,tavg-ol-hyb-sea,msftm_tavg-ol-hyb-sea,glb,Omon.msftmz,ocean.msftm.tavg-ol-hyb-sea.mon.glb,baa59d48-e5dd-11e5-8482-ac72891c3257,high,,
412,ocean.msfty.tavg-ol-ht-sea.mon.glb,mon,ocean,ocean_y_overturning_mass_streamfunction,kg s-1,grid_longitude: sum where sea time: mean,,Ocean Y Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.","Function of Y, rho, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Meridional Overturning Mass Streamfunction"" (msftmrho) and so the y-overturning variable should in this case be omitted. For a model where these are distinct, this variable should contain a grid-oriented quasi-meridional overturning, in contrast with msftmrho, which is the actual \*meridional\* overturning (with north-south flow about an east-west axis).
CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean grid_longitude: mean CMIP7:grid_longitude: sum where sea time: mean,",gridlatitude olevel basin time,msfty,real,,GYB-O,time-intv,Omon,msftyz,msfty,tavg-ol-ht-sea,msfty_tavg-ol-ht-sea,glb,Omon.msftyz,ocean.msfty.tavg-ol-ht-sea.mon.glb,baa5a662-e5dd-11e5-8482-ac72891c3257,high,,
413,ocean.sf6.tavg-ol-hxy-sea.mon.glb,mon,ocean,mole_concentration_of_sulfur_hexafluoride_in_sea_water,mol m-3,area: mean where sea time: mean,area: areacello volume: volcello,Mole Concentration of SF6 in Sea Water,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula of sulfur hexafluoride is SF6.",Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,longitude latitude olevel time,sf6,real,,XY-O,time-intv,Omon,sf6,sf6,tavg-ol-hxy-sea,sf6_tavg-ol-hxy-sea,glb,Omon.sf6,ocean.sf6.tavg-ol-hxy-sea.mon.glb,ba9b2d36-e5dd-11e5-8482-ac72891c3257,medium,,
414,ocean.sftof.ti-u-hxy-u.fx.glb,fx,ocean,sea_area_fraction,%,area: mean,area: areacello,Sea Area Percentage,This is the area fraction at the ocean surface.,"Should this be recorded as a function of depth?  Report on the same grid that ocean fields are reported (i.e., the ocean native grid, or the grid that ocean data has been provided to CMIP.  For completeness, provide this even if the ocean grid is the same as the atmospheric grid.",longitude latitude,sftof,real,,XY-na,None,Ofx,sftof,sftof,ti-u-hxy-u,sftof_ti-u-hxy-u,glb,Ofx.sftof,ocean.sftof.ti-u-hxy-u.fx.glb,baa3f2e0-e5dd-11e5-8482-ac72891c3257,core,,
415,ocean.so.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_salinity,1E-03,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.
CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,",longitude latitude olevel time,so,real,,XY-O,time-intv,Omon,so,so,tavg-ol-hxy-sea,so_tavg-ol-hxy-sea,glb,Omon.so,ocean.so.tavg-ol-hxy-sea.mon.glb,baa5491a-e5dd-11e5-8482-ac72891c3257,core,,
416,ocean.sos.tavg-u-hxy-sea.day.glb,day,ocean,sea_surface_salinity,1E-03,area: mean where sea time: mean,area: areacello,Sea Surface Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on the ocean horizontal native grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,sos,real,,XY-na,time-intv,Oday,sos,sos,tavg-u-hxy-sea,sos_tavg-u-hxy-sea,glb,Oday.sos,ocean.sos.tavg-u-hxy-sea.day.glb,baa72514-e5dd-11e5-8482-ac72891c3257,core,,
417,ocean.sos.tavg-u-hxy-sea.mon.glb,mon,ocean,sea_surface_salinity,1E-03,area: mean where sea time: mean,area: areacello,Sea Surface Salinity,"Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.","Report on native horizontal grid as well as on a spherical latitude/longitude grid. CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:0.001 CMIP7:1E-03,
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,sos,real,,XY-na,time-intv,Omon,sos,sos,tavg-u-hxy-sea,sos_tavg-u-hxy-sea,glb,Omon.sos,ocean.sos.tavg-u-hxy-sea.mon.glb,baa557f2-e5dd-11e5-8482-ac72891c3257,core,,
418,ocean.tauuo.tavg-u-hxy-sea.3hr.glb,3hr,ocean,downward_x_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward X Stress,"The stress on the liquid ocean from interactions with overlying atmosphere, sea ice, ice shelf, etc.",Report on native horizontal grid.,longitude latitude time,tauuo,real,down,XY-na,time-intv,3hr,tauuo,tauuo,tavg-u-hxy-sea,tauuo_tavg-u-hxy-sea,glb,3hr.tauuo,ocean.tauuo.tavg-u-hxy-sea.3hr.glb,83bbfc62-7f07-11ef-9308-b1dd71e64bec,high,,
419,ocean.tauuo.tavg-u-hxy-sea.mon.glb,mon,ocean,downward_x_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward X Stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,
CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",longitude latitude time,tauuo,real,down,XY-na,time-intv,Omon,tauuo,tauuo,tavg-u-hxy-sea,tauuo_tavg-u-hxy-sea,glb,Omon.tauuo,ocean.tauuo.tavg-u-hxy-sea.mon.glb,baa6cf38-e5dd-11e5-8482-ac72891c3257,core,,
420,ocean.tauvo.tavg-u-hxy-sea.3hr.glb,3hr,ocean,downward_y_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward Y Stress,"The stress on the liquid ocean from interactions with overlying atmosphere, sea ice, ice shelf, etc.",Report on native horizontal grid.,longitude latitude time,tauvo,real,down,XY-na,time-intv,3hr,tauvo,tauvo,tavg-u-hxy-sea,tauvo_tavg-u-hxy-sea,glb,3hr.tauvo,ocean.tauvo.tavg-u-hxy-sea.3hr.glb,83bbfc61-7f07-11ef-9308-b1dd71e64bec,high,,
421,ocean.tauvo.tavg-u-hxy-sea.mon.glb,mon,ocean,downward_y_stress_at_sea_water_surface,N m-2,area: mean where sea time: mean,area: areacello,Sea Water Surface Downward Y Stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.","Report on native horizontal grid. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean,
CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello,",longitude latitude time,tauvo,real,down,XY-na,time-intv,Omon,tauvo,tauvo,tavg-u-hxy-sea,tauvo_tavg-u-hxy-sea,glb,Omon.tauvo,ocean.tauvo.tavg-u-hxy-sea.mon.glb,baa6d366-e5dd-11e5-8482-ac72891c3257,core,,
422,ocean.thetao.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_potential_temperature,degC,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water Potential Temperature,Diagnostic should be contributed even for models using conservative temperature as prognostic field.,Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,longitude latitude olevel time,thetao,real,,XY-O,time-intv,Omon,thetao,thetao,tavg-ol-hxy-sea,thetao_tavg-ol-hxy-sea,glb,Omon.thetao,ocean.thetao.tavg-ol-hxy-sea.mon.glb,baa51d00-e5dd-11e5-8482-ac72891c3257,core,,
423,ocean.thkcello.tavg-ol-hxy-sea.mon.glb,mon,ocean,cell_thickness,m,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Model Cell Thickness,"The time varying thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.",Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.,longitude latitude olevel time,thkcello,real,,XY-O,time-intv,Omon,thkcello,thkcello,tavg-ol-hxy-sea,thkcello_tavg-ol-hxy-sea,glb,Omon.thkcello,ocean.thkcello.tavg-ol-hxy-sea.mon.glb,baa518c8-e5dd-11e5-8482-ac72891c3257,core,,
424,ocean.thkcello.ti-ol-hxy-sea.fx.glb,fx,ocean,cell_thickness,m,area: mean where sea,area: areacello volume: volcello,Ocean Model Cell Thickness,"Thickness of ocean cells. ""Thickness"" means the vertical extent of a layer. ""Cell"" refers to a model grid-cell.","If this field is time-dependent then save it instead as one of your Omon fields (see the Omon table) CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean CMIP7:area: mean where sea,",longitude latitude olevel,thkcello,real,,XY-O,None,Ofx,thkcello,thkcello,ti-ol-hxy-sea,thkcello_ti-ol-hxy-sea,glb,Ofx.thkcello,ocean.thkcello.ti-ol-hxy-sea.fx.glb,bab9bd00-e5dd-11e5-8482-ac72891c3257,core,,
425,ocean.tos.tavg-u-hxy-sea.day.glb,day,ocean,sea_surface_temperature,degC,area: mean where sea time: mean,area: areacello,Sea Surface Temperature,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.","Report on the ocean horizontal native grid.
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,tos,real,,XY-na,time-intv,Oday,tos,tos,tavg-u-hxy-sea,tos_tavg-u-hxy-sea,glb,Oday.tos,ocean.tos.tavg-u-hxy-sea.day.glb,baa720e6-e5dd-11e5-8482-ac72891c3257,core,,
426,ocean.tos.tavg-u-hxy-sea.mon.glb,mon,ocean,sea_surface_temperature,degC,area: mean where sea time: mean,area: areacello,Sea Surface Temperature,"This may differ from ""surface temperature"" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.","Note change from CMIP5 K to CMIP6 C. Report on native horizontal grid as well as on a spherical latitude/longitude grid.
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,tos,real,,XY-na,time-intv,Omon,tos,tos,tavg-u-hxy-sea,tos_tavg-u-hxy-sea,glb,Omon.tos,ocean.tos.tavg-u-hxy-sea.mon.glb,baa52de0-e5dd-11e5-8482-ac72891c3257,core,,
427,ocean.tossq.tavg-u-hxy-sea.day.glb,day,ocean,square_of_sea_surface_temperature,degC2,area: mean where sea time: mean,area: areacello,Square of Sea Surface Temperature,"Square of temperature of liquid ocean, averaged over the day.","Report on the ocean horizontal native grid.
Evaluated at the upper boundary of the liquid ocean, including at the lower boundary of sea-ice and floating ice shelves.",longitude latitude time,tossq,real,,XY-na,time-intv,Oday,tossq,tossq,tavg-u-hxy-sea,tossq_tavg-u-hxy-sea,glb,Oday.tossq,ocean.tossq.tavg-u-hxy-sea.day.glb,baa71c7c-e5dd-11e5-8482-ac72891c3257,high,,
428,ocean.umo.tavg-ol-hxy-sea.mon.glb,mon,ocean,ocean_mass_x_transport,kg s-1,area: mean where sea time: mean,area: areacello volume: volcello,Ocean Mass X Transport,X-ward mass transport from residual mean (resolved plus parameterized) advective transport.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,umo,real,,XY-O,time-intv,Omon,umo,umo,tavg-ol-hxy-sea,umo_tavg-ol-hxy-sea,glb,Omon.umo,ocean.umo.tavg-ol-hxy-sea.mon.glb,baa5942e-e5dd-11e5-8482-ac72891c3257,core,,
429,ocean.uo.tavg-ol-hxy-sea.mon.glb,mon,ocean,sea_water_x_velocity,m s-1,area: mean where sea time: mean,area: areacello volume: volcello,Sea Water X Velocity,Prognostic x-ward velocity component resolved by the model.,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: mean where sea time: mean, CHANGE SINCE CMIP6 in Cell Measures - CMIP6:::OPT CMIP7:area: areacello volume: volcello,",longitude latitude olevel time,uo,real,,XY-O,time-intv,Omon,uo,uo,tavg-ol-hxy-sea,uo_tavg-ol-hxy-sea,glb,Omon.uo,ocean.uo.tavg-ol-hxy-sea.mon.glb,baa586e6-e5dd-11e5-8482-ac72891c3257,core,,
