,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,priority,flag_values,flag_meanings
148,land.esn.tavg-u-hxy-lnd.day.glb,day,land,water_evapotranspiration_flux,kg m-2 s-1,area: mean where snow (on land only) time: mean,area: areacella,Snow Evaporation,The flux due to conversion of liquid or solid water into vapor at the surface where there is snow on land,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean CMIP7:area: mean where snow (on land only) time: mean,",longitude latitude time,esn,real,,XY-na,time-intv,Eday,esn,esn,tavg-u-hxy-lnd,esn_tavg-u-hxy-lnd,glb,Eday.esn,land.esn.tavg-u-hxy-lnd.day.glb,d2282aa4-4a9f-11e6-b84e-ac72891c3257,medium,,
149,land.evspsblpot.tavg-u-hxy-lnd.day.glb,day,land,water_potential_evaporation_flux,kg m-2 s-1,area: mean where land time: mean,area: areacella,Potential Evapotranspiration,water_potential_evapotranspiration_flux,,longitude latitude time,evspsblpot,real,,XY-na,time-intv,Eday,evspsblpot,evspsblpot,tavg-u-hxy-lnd,evspsblpot_tavg-u-hxy-lnd,glb,Eday.evspsblpot,land.evspsblpot.tavg-u-hxy-lnd.day.glb,d228380a-4a9f-11e6-b84e-ac72891c3257,high,,
150,land.evspsblpot.tavg-u-hxy-lnd.mon.glb,mon,land,water_potential_evaporation_flux,kg m-2 s-1,area: mean where land time: mean,area: areacella,Potential Evapotranspiration,at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),,longitude latitude time,evspsblpot,real,,XY-na,time-intv,Emon,evspsblpot,evspsblpot,tavg-u-hxy-lnd,evspsblpot_tavg-u-hxy-lnd,glb,Emon.evspsblpot,land.evspsblpot.tavg-u-hxy-lnd.mon.glb,6f68edb4-9acb-11e6-b7ee-ac72891c3257,high,,
152,land.evspsblsoi.tavg-u-hxy-u.3hr.glb,3hr,land,water_evaporation_flux_from_soil,kg m-2 s-1,area: time: mean,area: areacella,Water Evaporation from Soil,Water evaporation from soil,,longitude latitude time,evspsblsoi,real,up,XY-na,time-intv,3hr,evspsblsoi,evspsblsoi,tavg-u-hxy-u,evspsblsoi_tavg-u-hxy-u,glb,3hr.evspsblsoi,land.evspsblsoi.tavg-u-hxy-u.3hr.glb,80ab71fb-a698-11ef-914a-613c0433d878,medium,,
154,land.evspsblveg.tavg-u-hxy-u.3hr.glb,3hr,land,water_evaporation_flux_from_canopy,kg m-2 s-1,area: time: mean,area: areacella,Water evaporation from canopy,Evaporation from canopy,,longitude latitude time,evspsblveg,real,up,XY-na,time-intv,3hr,evspsblveg,evspsblveg,tavg-u-hxy-u,evspsblveg_tavg-u-hxy-u,glb,3hr.evspsblveg,land.evspsblveg.tavg-u-hxy-u.3hr.glb,80ab71fa-a698-11ef-914a-613c0433d878,medium,,
155,land.fBNF.tavg-u-hxy-lnd.mon.glb,mon,land,tendency_of_soil_and_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,kg m-2 s-1,area: mean where land time: mean,area: areacella,Biological Nitrogen Fixation,The fixation (uptake of nitrogen gas directly from the atmosphere) of nitrogen due to biological processes.,,longitude latitude time,fBNF,real,,XY-na,time-intv,Emon,fBNF,fBNF,tavg-u-hxy-lnd,fBNF_tavg-u-hxy-lnd,glb,Emon.fBNF,land.fBNF.tavg-u-hxy-lnd.mon.glb,8b80db30-4a5b-11e6-9cd2-ac72891c3257,high,,
157,land.fLuc.tavg-u-hxy-lnd.mon.glb,mon,land,surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,kg m-2 s-1,area: mean where land time: mean,area: areacella,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],Net Carbon Mass Flux into Atmosphere due to Land Use Change,,longitude latitude time,fLuc,real,up,XY-na,time-intv,Emon,fLuc,fLuc,tavg-u-hxy-lnd,fLuc_tavg-u-hxy-lnd,glb,Emon.fLuc,land.fLuc.tavg-u-hxy-lnd.mon.glb,d229196e-4a9f-11e6-b84e-ac72891c3257,high,,
158,land.fLulccAtmLut.tavg-u-hxy-multi.mon.glb,mon,land,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_land_use_or_land_cover_change_excluding_forestry_and_agricultural_products,kg m-2 s-1,area: time: mean where sector,area: areacella,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],"This annual mean flux refers to the transfer of carbon directly to the atmosphere due to any land-use or land-cover change activities.  Include carbon transferred due to deforestation or agricultural directly into atmosphere, and  emissions form anthropogenic pools into atmosphere","CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,fLulccAtmLut,real,up,XY-na,time-intv,Emon,fLulccAtmLut,fLulccAtmLut,tavg-u-hxy-multi,fLulccAtmLut_tavg-u-hxy-multi,glb,Emon.fLulccAtmLut,land.fLulccAtmLut.tavg-u-hxy-multi.mon.glb,3e26c210-b89b-11e6-be04-ac72891c3257,medium,,
159,land.fNgas.tavg-u-hxy-lnd.mon.glb,mon,land,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen,kg m-2 s-1,area: mean where land time: mean,area: areacella,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)",Total flux of Nitrogen from the land into the atmosphere.,,longitude latitude time,fNgas,real,,XY-na,time-intv,Emon,fNgas,fNgas,tavg-u-hxy-lnd,fNgas_tavg-u-hxy-lnd,glb,Emon.fNgas,land.fNgas.tavg-u-hxy-lnd.mon.glb,8b8231e2-4a5b-11e6-9cd2-ac72891c3257,high,,
160,land.fNgasFire.tavg-u-hxy-lnd.mon.glb,mon,land,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_due_to_emission_from_fires,kg m-2 s-1,area: mean where land time: mean,area: areacella,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",Flux of Nitrogen from the land into the atmosphere due to fire,,longitude latitude time,fNgasFire,real,,XY-na,time-intv,Emon,fNgasFire,fNgasFire,tavg-u-hxy-lnd,fNgasFire_tavg-u-hxy-lnd,glb,Emon.fNgasFire,land.fNgasFire.tavg-u-hxy-lnd.mon.glb,8b823c5a-4a5b-11e6-9cd2-ac72891c3257,high,,
161,land.fNLandToOcean.tavg-u-hxy-lnd.mon.glb,mon,land,mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_into_sea_from_rivers,kg m-2 s-1,area: mean where land time: mean,area: areacella,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,leached nitrogen etc that goes into run off or river routing and finds its way into ocean should be reported here.,,longitude latitude time,fNLandToOcean,real,,XY-na,time-intv,Emon,fNLandToOcean,fNLandToOcean,tavg-u-hxy-lnd,fNLandToOcean_tavg-u-hxy-lnd,glb,Emon.fNLandToOcean,land.fNLandToOcean.tavg-u-hxy-lnd.mon.glb,8b80f0de-4a5b-11e6-9cd2-ac72891c3257,high,,
162,land.fNleach.tavg-u-hxy-lnd.mon.glb,mon,land,mass_flux_of_carbon_out_of_soil_due_to_leaching_and_runoff,kg m-2 s-1,area: mean where land time: mean,area: areacella,"Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium, Nitrite and Nitrate)","In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Leaching"" means the loss of water soluble chemical species from soil. Runoff is the liquid water which drains from land. If not specified, ""runoff"" refers to the sum of surface runoff and subsurface drainage.",,longitude latitude time,fNleach,real,,XY-na,time-intv,Emon,fNleach,fNleach,tavg-u-hxy-lnd,fNleach_tavg-u-hxy-lnd,glb,Emon.fNleach,land.fNleach.tavg-u-hxy-lnd.mon.glb,8b822d82-4a5b-11e6-9cd2-ac72891c3257,high,,
163,land.fNLitterSoil.tavg-u-hxy-lnd.mon.glb,mon,land,nitrogen_mass_flux_into_soil_from_litter,kg m-2 s-1,area: mean where land time: mean,area: areacella,Total Nitrogen Mass Flux from Litter to Soil,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. ""Litter"" is dead plant material in or above the soil.",,longitude latitude time,fNLitterSoil,real,,XY-na,time-intv,Emon,fNLitterSoil,fNLitterSoil,tavg-u-hxy-lnd,fNLitterSoil_tavg-u-hxy-lnd,glb,Emon.fNLitterSoil,land.fNLitterSoil.tavg-u-hxy-lnd.mon.glb,8b80f638-4a5b-11e6-9cd2-ac72891c3257,high,,
164,land.fNloss.tavg-u-hxy-lnd.mon.glb,mon,land,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_out_of_vegetation_and_litter_and_soil,kg m-2 s-1,area: mean where land time: mean,area: areacella,"Total Nitrogen Lost (Including NHx, NOx, N2O, N2 and Leaching)",Not all models split losses into gaseous and leaching,,longitude latitude time,fNloss,real,,XY-na,time-intv,Emon,fNloss,fNloss,tavg-u-hxy-lnd,fNloss_tavg-u-hxy-lnd,glb,Emon.fNloss,land.fNloss.tavg-u-hxy-lnd.mon.glb,8b80d0cc-4a5b-11e6-9cd2-ac72891c3257,high,,
165,land.fNup.tavg-u-hxy-lnd.mon.glb,mon,land,tendency_of_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,kg m-2 s-1,area: mean where land time: mean,area: areacella,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,The uptake of nitrogen by fixation: nitrogen fixation means the uptake of nitrogen gas directly from the atmosphere.,,longitude latitude time,fNup,real,,XY-na,time-intv,Emon,fNup,fNup,tavg-u-hxy-lnd,fNup_tavg-u-hxy-lnd,glb,Emon.fNup,land.fNup.tavg-u-hxy-lnd.mon.glb,8b80e08a-4a5b-11e6-9cd2-ac72891c3257,high,,
166,land.fNVegSoil.tavg-u-hxy-lnd.mon.glb,mon,land,nitrogen_mass_flux_into_soil_from_vegetation_excluding_litter,kg m-2 s-1,area: mean where land time: mean,area: areacella,Total Nitrogen Mass Flux from Vegetation Directly to Soil,"In some models part of nitrogen (e.g., root exudate) can go directly into the soil pool without entering litter.",,longitude latitude time,fNVegSoil,real,,XY-na,time-intv,Emon,fNVegSoil,fNVegSoil,tavg-u-hxy-lnd,fNVegSoil_tavg-u-hxy-lnd,glb,Emon.fNVegSoil,land.fNVegSoil.tavg-u-hxy-lnd.mon.glb,8b80fc82-4a5b-11e6-9cd2-ac72891c3257,high,,
167,land.fracInLut.tsum-u-hxy-lnd.yr.glb,yr,land,area_fraction,%,area: mean where land over all_area_types time: sum,area: areacella,Annual Gross Percentage That Was Transferred into This Tile from Other Land-Use Tiles,Cumulative percentage transitions over the year; note that percentage should be reported as a percentage of atmospheric grid cell,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,fracInLut,real,,XY-na,time-intv,Eyr,fracInLut,fracInLut,tsum-u-hxy-lnd,fracInLut_tsum-u-hxy-lnd,glb,Eyr.fracInLut,land.fracInLut.tsum-u-hxy-lnd.yr.glb,d22e47d6-4a9f-11e6-b84e-ac72891c3257,medium,,
168,land.fracLut.tpt-u-hxy-u.mon.glb,mon,land,area_fraction,%,area: mean time: point,area: areacella,Percentage of Grid Cell for Each Land-Use Tile,"End of month values (not monthly mean); note that percentage should be reported as percentage of land grid cell (example: frac_lnd = 0.5, frac_ocn = 0.5, frac_crop_lnd = 0.2 (of land portion of grid cell), then frac_lut(crop) = 0.5\*0.2 = 0.1)","CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: mean time: point, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time1,",longitude latitude landuse time1,fracLut,real,,XY-na,time-point,Emon,fracLut,fracLut,tpt-u-hxy-u,fracLut_tpt-u-hxy-u,glb,Emon.fracLut,land.fracLut.tpt-u-hxy-u.mon.glb,9157856a-267c-11e7-8933-ac72891c3257,medium,,
169,land.fracLut.tpt-u-hxy-u.yr.glb,yr,land,area_fraction,%,area: mean time: point,area: areacella,Percentage of Grid Cell for Each Land-Use Tile,"End of year values (not annual mean); note that percentage should be reported as percentage of land grid cell (example: frac_lnd = 0.5, frac_ocn = 0.5, frac_crop_lnd = 0.2 (of land portion of grid cell), then frac_lut(crop) = 0.5\*0.2 = 0.1)","CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: point CMIP7:area: mean time: point, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time1 CMIP7:longitude latitude landuse time1,",longitude latitude landuse time1,fracLut,real,,XY-na,time-point,Eyr,fracLut,fracLut,tpt-u-hxy-u,fracLut_tpt-u-hxy-u,glb,Eyr.fracLut,land.fracLut.tpt-u-hxy-u.yr.glb,d22e4c68-4a9f-11e6-b84e-ac72891c3257,medium,,
170,land.fracOutLut.tsum-u-hxy-lnd.yr.glb,yr,land,area_fraction,%,area: mean where land over all_area_types time: sum,area: areacella,Annual Gross Percentage of Land-Use Tile That Was Transferred into Other Land-Use Tiles,Cumulative percentage transitions over the year; note that percentage should be reported as percentage of atmospheric grid cell,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,fracOutLut,real,,XY-na,time-intv,Eyr,fracOutLut,fracOutLut,tsum-u-hxy-lnd,fracOutLut_tsum-u-hxy-lnd,glb,Eyr.fracOutLut,land.fracOutLut.tsum-u-hxy-lnd.yr.glb,d22e4358-4a9f-11e6-b84e-ac72891c3257,medium,,
172,land.gppLut.tavg-u-hxy-multi.mon.glb,mon,land,gross_primary_productivity_of_biomass_expressed_as_carbon,kg m-2 s-1,area: time: mean where sector,area: areacella,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.","CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,gppLut,real,,XY-na,time-intv,Emon,gppLut,gppLut,tavg-u-hxy-multi,gppLut_tavg-u-hxy-multi,glb,Emon.gppLut,land.gppLut.tavg-u-hxy-multi.mon.glb,d22d8a9e-4a9f-11e6-b84e-ac72891c3257,medium,,
173,land.gppVgt.tavg-u-hxy-multi.day.glb,day,land,gross_primary_productivity_of_biomass_expressed_as_carbon,kg m-2 s-1,area: time: mean where sector,area: areacella,Gross Primary Production on Vegetation type as Carbon Mass Flux [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.",,longitude latitude vegtype time,gppVgt,real,,XY-na,time-intv,Eday,gppVgt,gppVgt,tavg-u-hxy-multi,gppVgt_tavg-u-hxy-multi,glb,Eday.gppVgt,land.gppVgt.tavg-u-hxy-multi.day.glb,83bbfbad-7f07-11ef-9308-b1dd71e64bec,high,,
175,land.grassFrac.tavg-u-hxy-u.yr.glb,yr,land,area_fraction,%,area: time: mean,area: areacella,Natural Grass Area Percentage,Percentage of entire grid cell that is covered by natural grass.,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",longitude latitude time typenatgr,grassFrac,real,,XY-na,time-intv,Eyr,grassFrac,grassFrac,tavg-u-hxy-u,grassFrac_tavg-u-hxy-u,glb,Eyr.grassFrac,land.grassFrac.tavg-u-hxy-u.yr.glb,fb01755a-be37-11e6-bac1-5404a60d96b5,medium,,
176,land.hfdsl.tavg-u-hxy-lnd.3hr.glb,3hr,land,surface_downward_heat_flux_in_air,W m-2,area: mean where land time: mean,area: areacella,Ground heat flux at 3hr,Ground heat flux at 3hr,,longitude latitude time,hfdsl,real,up,XY-na,time-intv,3hr,hfdsl,hfdsl,tavg-u-hxy-lnd,hfdsl_tavg-u-hxy-lnd,glb,3hr.hfdsl,land.hfdsl.tavg-u-hxy-lnd.3hr.glb,80ab71f9-a698-11ef-914a-613c0433d878,medium,,
177,land.hflsLut.tavg-u-hxy-multi.mon.glb,mon,land,surface_upward_latent_heat_flux,W m-2,area: time: mean where sector,area: areacella,Latent Heat Flux on Land-Use Tile,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.","CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,hflsLut,real,up,XY-na,time-intv,Emon,hflsLut,hflsLut,tavg-u-hxy-multi,hflsLut_tavg-u-hxy-multi,glb,Emon.hflsLut,land.hflsLut.tavg-u-hxy-multi.mon.glb,d22dbe2e-4a9f-11e6-b84e-ac72891c3257,medium,,
178,land.hfssLut.tavg-u-hxy-multi.mon.glb,mon,land,surface_upward_sensible_heat_flux,W m-2,area: time: mean where sector,area: areacella,Sensible Heat Flux on Land-Use Tile,"Upward sensible heat flux on land use tiles. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.","CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,hfssLut,real,up,XY-na,time-intv,Emon,hfssLut,hfssLut,tavg-u-hxy-multi,hfssLut_tavg-u-hxy-multi,glb,Emon.hfssLut,land.hfssLut.tavg-u-hxy-multi.mon.glb,d22dc374-4a9f-11e6-b84e-ac72891c3257,medium,,
179,land.irrLut.tavg-u-hxy-multi.mon.glb,mon,land,surface_downward_mass_flux_of_water_due_to_irrigation,kg m-2 s-1,area: time: mean where sector,area: areacella,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",Mass flux of water due to irrigation.,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,irrLut,real,down,XY-na,time-intv,Emon,irrLut,irrLut,tavg-u-hxy-multi,irrLut_tavg-u-hxy-multi,glb,Emon.irrLut,land.irrLut.tavg-u-hxy-multi.mon.glb,3e26abc2-b89b-11e6-be04-ac72891c3257,medium,,
181,land.laiLut.tavg-u-hxy-multi.mon.glb,mon,land,leaf_area_index,1,area: time: mean where sector,area: areacella,Leaf Area Index on Land-Use Tile,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",longitude latitude landuse time,laiLut,real,,XY-na,time-intv,Emon,laiLut,laiLut,tavg-u-hxy-multi,laiLut_tavg-u-hxy-multi,glb,Emon.laiLut,land.laiLut.tavg-u-hxy-multi.mon.glb,d22dd6ac-4a9f-11e6-b84e-ac72891c3257,medium,,
182,land.laiVgt.tavg-u-hxy-multi.day.glb,day,land,leaf_area_index,1,area: time: mean where sector,area: areacella,Leaf Area Index on Vegetation type,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,,longitude latitude vegtype time,laiVgt,real,,XY-na,time-intv,Eday,laiVgt,laiVgt,tavg-u-hxy-multi,laiVgt_tavg-u-hxy-multi,glb,Eday.laiVgt,land.laiVgt.tavg-u-hxy-multi.day.glb,83bbfbac-7f07-11ef-9308-b1dd71e64bec,high,,
184,land.mrro.tavg-u-hxy-lnd.3hr.glb,3hr,land,runoff_flux,kg m-2 s-1,area: mean where land time: mean,area: areacella,Total Runoff,"the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell, averaged over the 3-hour interval.",,longitude latitude time,mrro,real,,XY-na,time-intv,3hr,mrro,mrro,tavg-u-hxy-lnd,mrro_tavg-u-hxy-lnd,glb,3hr.mrro,land.mrro.tavg-u-hxy-lnd.3hr.glb,bab177b2-e5dd-11e5-8482-ac72891c3257,medium,,
187,land.mrrob.tavg-u-hxy-lnd.day.glb,day,land,subsurface_runoff_flux,kg m-2 s-1,area: mean where land time: mean,area: areacella,Subsurface Runoff,subsurface_runoff_flux,,longitude latitude time,mrrob,real,,XY-na,time-intv,Eday,mrrob,mrrob,tavg-u-hxy-lnd,mrrob_tavg-u-hxy-lnd,glb,Eday.mrrob,land.mrrob.tavg-u-hxy-lnd.day.glb,d22844da-4a9f-11e6-b84e-ac72891c3257,high,,
